Respondent_Serial,Main Brand,Service provider,Month,City,Region,Detailed_Nationality,Nationality,Gender,Performance,Preference,TRIM_Score
20015242,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,3,4
20015071,STC - Postpaid,STC,Mar'19,ABHA,Southern,Saudis,Nationals,Male,3,4,3.5
20017090,STC - Postpaid,STC,Mar'19,UNAYZAH,Central,Saudis,Nationals,Female,4,5,4.5
20016096,STC - Postpaid,STC,Mar'19,JIZAN,Southern,Saudis,Nationals,Male,4,3,3.5
20014306,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
20017436,STC - Postpaid,STC,Mar'19,AD DAMMAM,Eastern,Saudis,Nationals,Female,5,4,4.5
20017166,STC - Prepaid,STC,Mar'19,HAIL,Northern,Saudis,Nationals,Male,4,4,4
20017768,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,4,4,4
20012056,STC - Prepaid,STC,Mar'19,JIZAN,Southern,Saudis,Nationals,Female,4,5,4.5
20016406,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,4,2,3
20016928,STC - Postpaid,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Male,3,4,3.5
20015892,STC - Postpaid,STC,Mar'19,AD DAMMAM,Eastern,Saudis,Nationals,Male,5,5,5
20015781,STC - Postpaid,STC,Mar'19,RAFHA&apos;,Northern,Saudis,Nationals,Female,3,3,3
20016550,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,4,5,4.5
20015489,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,4,5,4.5
20016676,STC - Prepaid,STC,Mar'19,AL KHUBAR,Eastern,Saudis,Nationals,Male,4,2,3
20015343,STC - Internet on Mobile,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,3,3,3
20016124,STC - Internet on Mobile,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Male,3,2,2.5
20012404,STC - Postpaid,STC,Mar'19,KHAMIS MUSHAYT,Southern,Saudis,Nationals,Male,3,2,2.5
20014063,STC - Data SIM,STC,Mar'19,AT TAIF,Western,Saudis,Nationals,Female,5,3,4
20017290,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Female,3,3,3
20015345,STC - Postpaid,STC,Mar'19,TABUK,Northern,Saudis,Nationals,Male,4,4,4
20017713,STC - Postpaid,STC,Mar'19,AL QATIF,Eastern,Saudis,Nationals,Male,5,5,5
20014401,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
20017187,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,2,2,2
20016176,STC - Prepaid,STC,Mar'19,YANBU AN NAKHL,Northern,Saudis,Nationals,Female,5,5,5
20017709,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,5,5,5
20016540,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,4,4,4
20009940,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,5,5,5
20017047,STC - Data SIM,STC,Mar'19,KHAMIS MUSHAYT,Southern,Saudis,Nationals,Male,3,3,3
20015204,STC - Postpaid,STC,Mar'19,BURAYDAH,Central,Saudis,Nationals,Female,5,5,5
20015051,STC - Prepaid,STC,Mar'19,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,1,4,2.5
20017010,STC - Postpaid,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Male,4,5,4.5
20017442,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
20011569,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,3,4
20015393,STC - Data SIM,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,4,4.5
20015590,STC - Prepaid,STC,Mar'19,JIZAN,Southern,Saudis,Nationals,Male,3,3,3
20017635,STC - Postpaid,STC,Mar'19,AL QATIF,Eastern,Saudis,Nationals,Female,3,3,3
20014808,STC - Prepaid,STC,Mar'19,ABHA,Southern,Saudis,Nationals,Male,4,4,4
20014082,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
20015232,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
20015909,STC - Postpaid,STC,Mar'19,AT TAIF,Western,Saudis,Nationals,Female,5,5,5
20014688,STC - Postpaid,STC,Mar'19,NAJRAN,Southern,Saudis,Nationals,Male,3,5,4
20017116,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,4,5,4.5
20014861,STC - Prepaid,STC,Mar'19,AD DAMMAM,Eastern,Saudis,Nationals,Male,3,3,3
20008251,STC - Internet on Mobile,STC,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,2,3
20011605,STC - Prepaid,STC,Mar'19,YANBU AL BAHAR,Northern,Philippines,Expat Asians,Female,4,3,3.5
20015115,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,3,2,2.5
20017590,STC - Prepaid,STC,Mar'19,TABUK,Northern,Saudis,Nationals,Male,5,5,5
20014036,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
20016884,STC - Data SIM,STC,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,3,3,3
20015450,STC - Postpaid,STC,Mar'19,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,4,4,4
20017438,STC - Data SIM,STC,Mar'19,HAIL,Northern,Saudis,Nationals,Male,1,2,1.5
20015339,STC - Prepaid,STC,Mar'19,AR&apos;AR,Northern,Saudis,Nationals,Male,4,1,2.5
20016485,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,2,2,2
20007910,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Philippines,Expat Asians,Male,5,5,5
20014034,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,4,5,4.5
20016578,STC - Prepaid,STC,Mar'19,AL JUBAIL,Eastern,Saudis,Nationals,Female,3,4,3.5
20014030,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,2,1,1.5
20004171,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,5,5,5
20016983,STC - Internet on Mobile,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Female,5,4,4.5
20016965,STC - Internet on Mobile,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,2,3,2.5
20008841,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Pakistani,Expat Asians,Male,5,5,5
20014555,STC - Postpaid,STC,Mar'19,AL JUBAIL,Eastern,Saudis,Nationals,Female,3,4,3.5
20016005,STC - Postpaid,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Female,4,4,4
20014830,STC - Prepaid,STC,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,5,3,4
20008028,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,5,5,5
20014867,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,1,2,1.5
20016351,STC - Postpaid,STC,Mar'19,SAKAKA,Northern,Saudis,Nationals,Male,5,5,5
20016359,STC - Data SIM,STC,Mar'19,HAIL,Northern,Saudis,Nationals,Male,3,5,4
20009399,STC - Internet on Mobile,STC,Mar'19,JEDDAH,Western,Indian,Expat Asians,Male,5,5,5
20013924,STC - Prepaid,STC,Mar'19,TABUK,Northern,Saudis,Nationals,Male,3,5,4
20017161,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
20017315,STC - Postpaid,STC,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,1,1,1
20008581,STC - Internet on Mobile,STC,Mar'19,AR RIYADH,Central,Bangladeshi,Expat Asians,Male,4,4,4
20016987,STC - Postpaid,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Male,5,5,5
20017018,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
20015384,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,2,1,1.5
20011775,STC - Prepaid,STC,Mar'19,AD DAMMAM,Eastern,Saudis,Nationals,Male,5,5,5
20017028,STC - Data SIM,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Female,4,2,3
20014310,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
20016053,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
20014899,STC - Internet on Mobile,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Female,2,3,2.5
20010918,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Indian,Expat Asians,Male,5,Don&apos;t know,5
20013091,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,3,4,3.5
20013861,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Saudis,Nationals,Female,5,5,5
20017288,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,3,4
20016853,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,3,3,3
20012007,STC - Prepaid,STC,Mar'19,JIZAN,Southern,Saudis,Nationals,Female,4,4,4
20013768,STC - Data SIM,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
20011357,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,4,4.5
20011145,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,3,1,2
20017459,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,5,5,5
20016371,STC - Postpaid,STC,Mar'19,BURAYDAH,Central,Saudis,Nationals,Male,5,5,5
20013899,STC - Prepaid,STC,Mar'19,KHAMIS MUSHAYT,Southern,Saudis,Nationals,Female,4,3,3.5
20014159,STC - Postpaid,STC,Mar'19,AD DAMMAM,Eastern,Saudis,Nationals,Male,3,4,3.5
20014933,STC - Postpaid,STC,Mar'19,TABUK,Northern,Saudis,Nationals,Male,4,4,4
20016924,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,3,4
20015271,STC - Prepaid,STC,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Female,5,5,5
20012521,STC - Data SIM,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
20017518,STC - Prepaid,STC,Mar'19,JIZAN,Southern,Saudis,Nationals,Male,4,4,4
20014061,STC - Data SIM,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
20015510,STC - Internet on Mobile,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,4,4.5
20017409,STC - Postpaid,STC,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,2,2,2
20016336,STC - Postpaid,STC,Mar'19,AL JUBAIL,Eastern,Saudis,Nationals,Male,3,Don&apos;t know,3
20014187,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
20014272,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,1,3,2
20016009,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,4,5,4.5
20017228,STC - Internet on Mobile,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
20016010,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,3,3,3
20016506,STC - Postpaid,STC,Mar'19,BURAYDAH,Central,Saudis,Nationals,Male,5,5,5
20017596,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,2,Don&apos;t know,2
20014113,STC - Prepaid,STC,Mar'19,NAJRAN,Southern,Saudis,Nationals,Female,4,2,3
20017474,STC - Prepaid,STC,Mar'19,AL KHUBAR,Eastern,Saudis,Nationals,Female,5,5,5
20011754,STC - Prepaid,STC,Mar'19,AT TAIF,Western,Indian,Expat Asians,Male,4,4,4
20007440,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Philippines,Expat Asians,Male,5,5,5
20013148,STC - Prepaid,STC,Mar'19,ABHA,Southern,Indian,Expat Asians,Male,3,5,4
20007686,STC - Prepaid,STC,Mar'19,JIZAN,Southern,Pakistani,Expat Asians,Male,5,5,5
20008057,STC - Postpaid,STC,Mar'19,AD DAMMAM,Eastern,Indian,Expat Asians,Male,4,4,4
20008874,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Indian,Expat Asians,Male,5,Don&apos;t know,5
20007738,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Pakistani,Expat Asians,Male,5,5,5
20011136,STC - Postpaid,STC,Mar'19,AL KHUBAR,Eastern,Philippines,Expat Asians,Male,5,4,4.5
20011672,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,2,2,2
20011171,STC - Prepaid,STC,Mar'19,AL KHUBAR,Eastern,Indian,Expat Asians,Male,3,3,3
20007555,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Pakistani,Expat Asians,Male,4,3,3.5
20013156,STC - Internet on Mobile,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,4,5,4.5
20010868,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Pakistani,Expat Asians,Female,5,5,5
20013305,STC - Prepaid,STC,Mar'19,AL BAHA,Southern,Indian,Expat Asians,Male,4,3,3.5
20013537,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Pakistani,Expat Asians,Male,4,4,4
20007356,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,5,5,5
20007184,STC - Internet on Mobile,STC,Mar'19,JEDDAH,Western,Philippines,Expat Asians,Male,4,3,3.5
20005320,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Other (specify):,Expat Asians,Male,5,3,4
20013593,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Pakistani,Expat Asians,Male,4,4,4
20011462,STC - Prepaid,STC,Mar'19,AL BAHA,Southern,Bangladeshi,Expat Asians,Male,5,5,5
20004971,STC - Postpaid,STC,Mar'19,JEDDAH,Western,Indian,Expat Asians,Male,5,4,4.5
20008848,STC - Prepaid,STC,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Indian,Expat Asians,Male,3,5,4
20009470,STC - Prepaid,STC,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Pakistani,Expat Asians,Male,5,5,5
20003966,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,3,4,3.5
20014640,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Pakistani,Expat Asians,Male,3,4,3.5
20011667,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Pakistani,Expat Asians,Male,5,5,5
20011219,STC - Prepaid,STC,Mar'19,AL MAJMA&apos;AH,Central,Philippines,Expat Asians,Male,4,4,4
20011804,STC - Prepaid,STC,Mar'19,AL KHABRA&apos;,Central,Indian,Expat Asians,Male,5,4,4.5
20002871,STC - Prepaid,STC,Mar'19,TABUK,Northern,Pakistani,Expat Asians,Male,4,4,4
20012064,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Sudani,Expat Arabs,Female,5,5,5
20009818,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Egyptian,Expat Arabs,Male,5,5,5
20010664,STC - Postpaid,STC,Mar'19,AL KHUBAR,Eastern,Palestinian,Expat Arabs,Male,4,4,4
20012320,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Yemeni,Expat Arabs,Male,4,1,2.5
20012860,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Syrian,Expat Arabs,Male,5,4,4.5
20016391,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Yemeni,Expat Arabs,Female,5,4,4.5
20011619,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Sudani,Expat Arabs,Male,5,4,4.5
20015796,STC - Postpaid,STC,Mar'19,KHAMIS MUSHAYT,Southern,Sudani,Expat Arabs,Male,4,5,4.5
20013173,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Yemeni,Expat Arabs,Male,5,3,4
20015434,STC - Postpaid,STC,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Pakistani,Expat Asians,Male,5,4,4.5
20012372,STC - Postpaid,STC,Mar'19,AD DAMMAM,Eastern,Jordanian,Expat Arabs,Male,5,4,4.5
20012695,STC - Postpaid,STC,Mar'19,AR RIYADH,Central,Egyptian,Expat Arabs,Male,5,4,4.5
20010937,STC - Internet on Mobile,STC,Mar'19,JEDDAH,Western,Syrian,Expat Arabs,Male,3,3,3
20016019,STC - Postpaid,STC,Mar'19,JEDDAH,Western,Lebanese,Expat Arabs,Male,3,2,2.5
20017142,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Sudani,Expat Arabs,Male,4,4,4
20016372,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Syrian,Expat Arabs,Male,2,1,1.5
20014266,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Sudani,Expat Arabs,Male,5,5,5
20017538,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Syrian,Expat Arabs,Male,5,5,5
20014048,STC - Prepaid,STC,Mar'19,AT TAIF,Western,Sudani,Expat Arabs,Male,4,3,3.5
20017367,STC - Internet on Mobile,STC,Mar'19,AR RIYADH,Central,Jordanian,Expat Arabs,Male,3,3,3
20017712,STC - Internet on Mobile,STC,Mar'19,AD DAMMAM,Eastern,Egyptian,Expat Arabs,Male,5,5,5
20008054,STC - Prepaid,STC,Mar'19,AL KHUBAR,Eastern,Pakistani,Expat Asians,Male,4,3,3.5
20012952,STC - Prepaid,STC,Mar'19,AL KHUBAR,Eastern,Indian,Expat Asians,Male,5,2,3.5
20015876,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Afghani,Expat Asians,Male,5,1,3
20009464,STC - Prepaid,STC,Mar'19,AL BAHA,Southern,Bangladeshi,Expat Asians,Male,5,1,3
20014958,STC - Prepaid,STC,Mar'19,HAIL,Northern,Bangladeshi,Expat Asians,Male,5,3,4
20012941,STC - Postpaid,STC,Mar'19,BURAYDAH,Central,Indian,Expat Asians,Male,5,1,3
20011047,STC - Prepaid,STC,Mar'19,YANBU AN NAKHL,Northern,Bangladeshi,Expat Asians,Male,5,1,3
20007136,STC - Prepaid,STC,Mar'19,HAIL,Northern,Indian,Expat Asians,Male,5,1,3
20012253,STC - Prepaid,STC,Mar'19,AL KHUBAR,Eastern,Pakistani,Expat Asians,Male,5,1,3
20013101,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,5,2,3.5
20014175,STC - Postpaid,STC,Mar'19,JEDDAH,Western,Pakistani,Expat Asians,Male,5,3,4
20017500,STC - Prepaid,STC,Mar'19,AL HADA,Western,Pakistani,Expat Asians,Male,5,5,5
20010579,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Philippines,Expat Asians,Female,5,5,5
20004817,STC - Prepaid,STC,Mar'19,AT TAIF,Western,Pakistani,Expat Asians,Male,5,5,5
20004848,STC - Postpaid,STC,Mar'19,AD DAMMAM,Eastern,Philippines,Expat Asians,Male,5,4,4.5
20013721,STC - Internet on Mobile,STC,Mar'19,JEDDAH,Western,Philippines,Expat Asians,Male,5,5,5
20016621,STC - Internet on Mobile,STC,Mar'19,AL KHARJ,Central,Indian,Expat Asians,Male,3,3,3
20013188,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Indian,Expat Asians,Male,3,Don&apos;t know,3
20012271,STC - Postpaid,STC,Mar'19,AL KHUBAR,Eastern,Indian,Expat Asians,Male,5,5,5
20017730,STC - Prepaid,STC,Mar'19,AL KHARJ,Central,Philippines,Expat Asians,Male,5,4,4.5
20014924,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Indian,Expat Asians,Male,4,5,4.5
20014365,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Indian,Expat Asians,Male,5,5,5
20014943,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Indian,Expat Asians,Male,5,5,5
20011582,STC - Prepaid,STC,Mar'19,HAIL,Northern,Indian,Expat Asians,Male,5,5,5
20015856,STC - Postpaid,STC,Mar'19,AL JUBAIL,Eastern,Indian,Expat Asians,Male,5,3,4
20002595,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Pakistani,Expat Asians,Male,5,5,5
20003169,STC - Prepaid,STC,Mar'19,JEDDAH,Western,Indian,Expat Asians,Male,5,5,5
20006014,STC - Prepaid,STC,Mar'19,AL KHARJ,Central,Indian,Expat Asians,Male,5,3,4
20012638,STC - Prepaid,STC,Mar'19,Other (specify):,Others,Philippines,Expat Asians,Male,5,5,5
20004428,STC - Internet on Mobile,STC,Mar'19,JEDDAH,Western,Indian,Expat Asians,Female,5,5,5
20006576,STC - Prepaid,STC,Mar'19,AR RIYADH,Central,Pakistani,Expat Asians,Male,5,5,5
20005083,STC - Prepaid,STC,Mar'19,MAKKAH AL MUKARRAMAH,Western,Bangladeshi,Expat Asians,Male,5,5,5
30002284,Zain - Internet on Mobile,Zain,Mar'19,JEDDAH,Western,Saudis,Nationals,Female,3,3,3
30004168,Zain - Postpaid,Zain,Mar'19,TABUK,Northern,Yemeni,Expat Arabs,Male,4,3,3.5
30004946,Zain - Prepaid,Zain,Mar'19,AD DAMMAM,Eastern,Sudani,Expat Arabs,Male,3,5,4
30003986,Zain - Prepaid,Zain,Mar'19,AL BUKAYRIYAH,Central,Sudani,Expat Arabs,Female,4,4,4
30001722,Zain - Postpaid,Zain,Mar'19,AT TAIF,Western,Sudani,Expat Arabs,Male,5,5,5
30005160,Zain - Prepaid,Zain,Mar'19,HAFAR AL BATIN,Eastern,Sudani,Expat Arabs,Male,3,4,3.5
30004067,Zain - Internet on Mobile,Zain,Mar'19,AL JUBAIL,Eastern,Saudis,Nationals,Female,3,1,2
30004502,Zain - Prepaid,Zain,Mar'19,AL MAJMA&apos;AH,Central,Sudani,Expat Arabs,Male,2,5,3.5
30001132,Zain - Prepaid,Zain,Mar'19,SAKAKA,Northern,Saudis,Nationals,Male,4,3,3.5
30000541,Zain - Prepaid,Zain,Mar'19,AT TAIF,Western,Sudani,Expat Arabs,Male,5,5,5
30000405,Zain - Postpaid,Zain,Mar'19,AR RIYADH,Central,Sudani,Expat Arabs,Male,5,5,5
30004832,Zain - Internet on Mobile,Zain,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,4,3,3.5
30004398,Zain - Prepaid,Zain,Mar'19,AL KHUBAR,Eastern,Saudis,Nationals,Male,1,1,1
30004434,Zain - Prepaid,Zain,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,3,3.5
30003342,Zain - Prepaid,Zain,Mar'19,AD DAMMAM,Eastern,Egyptian,Expat Arabs,Male,3,3,3
30001734,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Egyptian,Expat Arabs,Male,5,4,4.5
30000703,Zain - Postpaid,Zain,Mar'19,JEDDAH,Western,Saudis,Nationals,Female,3,2,2.5
30001239,Zain - Postpaid,Zain,Mar'19,MAKKAH AL MUKARRAMAH,Western,Egyptian,Expat Arabs,Male,3,2,2.5
30002906,Zain - Prepaid,Zain,Mar'19,DAWMAT AL JANDAL,Northern,Saudis,Nationals,Female,5,5,5
30004948,Zain - Postpaid,Zain,Mar'19,Other (specify):,Others,Saudis,Nationals,Male,5,1,3
30003643,Zain - Data SIM,Zain,Mar'19,Other (specify):,Others,Syrian,Expat Arabs,Male,5,5,5
30001726,Zain - Prepaid,Zain,Mar'19,MAKKAH AL MUKARRAMAH,Western,Syrian,Expat Arabs,Male,5,5,5
30003154,Zain - Prepaid,Zain,Mar'19,JEDDAH,Western,Egyptian,Expat Arabs,Male,5,5,5
30002756,Zain - Prepaid,Zain,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Egyptian,Expat Arabs,Male,5,4,4.5
30004520,Zain - Prepaid,Zain,Mar'19,Other (specify):,Others,Egyptian,Expat Arabs,Male,4,2,3
30001884,Zain - Prepaid,Zain,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Egyptian,Expat Arabs,Male,5,4,4.5
30003996,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Yemeni,Expat Arabs,Male,4,4,4
30005318,Zain - Prepaid,Zain,Mar'19,JEDDAH,Western,Saudis,Nationals,Male,5,2,3.5
30000613,Zain - Postpaid,Zain,Mar'19,MAKKAH AL MUKARRAMAH,Western,Egyptian,Expat Arabs,Male,3,3,3
30004671,Zain - Postpaid,Zain,Mar'19,TABUK,Northern,Sudani,Expat Arabs,Male,3,4,3.5
30004577,Zain - Data SIM,Zain,Mar'19,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,4,3.5
30001527,Zain - Prepaid,Zain,Mar'19,AL JUBAIL,Eastern,Yemeni,Expat Arabs,Male,5,4,4.5
30000337,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Sudani,Expat Arabs,Female,5,5,5
30001692,Zain - Postpaid,Zain,Mar'19,AL MADINAH AL MUNAWWARAH,Northern,Egyptian,Expat Arabs,Male,4,3,3.5
30004574,Zain - Data SIM,Zain,Mar'19,AR RIYADH,Central,Sudani,Expat Arabs,Male,3,3,3
30003508,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,5,3,4
30003124,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Egyptian,Expat Arabs,Male,5,3,4
30002609,Zain - Prepaid,Zain,Mar'19,AL KHUBAR,Eastern,Saudis,Nationals,Male,4,2,3
30003004,Zain - Prepaid,Zain,Mar'19,JEDDAH,Western,Yemeni,Expat Arabs,Female,5,4,4.5
30004663,Zain - Data SIM,Zain,Mar'19,JIZAN,Southern,Egyptian,Expat Arabs,Male,5,5,5
30004883,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Egyptian,Expat Arabs,Male,5,4,4.5
30005467,Zain - Prepaid,Zain,Mar'19,Other (specify):,Others,Sudani,Expat Arabs,Male,3,2,2.5
30002512,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Sudani,Expat Arabs,Male,5,5,5
30001484,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Sudani,Expat Arabs,Male,3,3,3
30002130,Zain - Prepaid,Zain,Mar'19,AL KHUBAR,Eastern,Sudani,Expat Arabs,Male,4,3,3.5
30000438,Zain - Data SIM,Zain,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,1,1,1
30001948,Zain - Postpaid,Zain,Mar'19,SAKAKA,Northern,Yemeni,Expat Arabs,Male,3,4,3.5
30003176,Zain - Prepaid,Zain,Mar'19,JEDDAH,Western,Saudis,Nationals,Male,5,3,4
30003880,Zain - Prepaid,Zain,Mar'19,JIZAN,Southern,Egyptian,Expat Arabs,Male,1,2,1.5
30001000,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
30003098,Zain - Internet on Mobile,Zain,Mar'19,AR RIYADH,Central,Saudis,Nationals,Female,3,1,2
30004526,Zain - Prepaid,Zain,Mar'19,AR RIYADH,Central,Syrian,Expat Arabs,Male,4,4,4
